,date,store_nbr,family,sales,onpromotion,transactions,dcoilwtico,type,locale_name,transferred
1284832,2014-12-14,54.0,BABY CARE,0.0,0.0,1237.0,55.96,Not Holiday,Ecuador,False
2666629,2017-01-14,22.0,LADIESWEAR,0.0,0.0,779.0,52.45,Not Holiday,Ecuador,False
2154026,2016-04-11,41.0,CELEBRATION,9.0,0.0,918.0,40.46,Not Holiday,Ecuador,False
873556,2014-05-02,11.0,BOOKS,0.0,0.0,2509.0,100.09,Not Holiday,Ecuador,False
2624064,2016-12-21,28.0,PERSONAL CARE,354.0,10.0,1768.0,51.44,Additional,Ecuador,False
396612,2013-08-07,30.0,EGGS,44.0,0.0,734.0,104.41,Not Holiday,Ecuador,False
458710,2013-09-11,22.0,BEAUTY,0.0,0.0,0.0,107.65,Not Holiday,Ecuador,False
1147633,2014-09-28,54.0,HOME AND KITCHEN II,8.0,1.0,1025.0,94.53,Holiday,Ibarra,False
2122942,2016-03-25,17.0,DAIRY,689.0,0.0,1562.0,37.99,Holiday,Ecuador,False
181376,2013-04-12,42.0,AUTOMOTIVE,0.0,0.0,0.0,91.23,Holiday,Cuenca,False
527590,2013-10-20,3.0,FROZEN FOODS,578.732,0.0,3644.0,99.28,Not Holiday,Ecuador,False
2233952,2016-05-21,33.0,CELEBRATION,8.0,0.0,1025.0,48.12,Not Holiday,Ecuador,False
1795312,2015-09-23,25.0,BEVERAGES,1580.0,6.0,710.0,44.53,Not Holiday,Ecuador,False
2520365,2016-10-25,18.0,GROCERY I,0.0,0.0,0.0,49.45,Not Holiday,Ecuador,False
2914602,2017-06-01,30.0,PRODUCE,520.902,0.0,729.0,48.32,Not Holiday,Ecuador,False
1148515,2014-09-29,27.0,CLEANING,718.0,2.0,1285.0,94.53,Not Holiday,Ecuador,False
292248,2013-06-12,53.0,PERSONAL CARE,0.0,0.0,0.0,95.98,Not Holiday,Ecuador,False
2075680,2016-02-27,43.0,BEAUTY,0.0,0.0,1228.0,32.74,Not Holiday,Ecuador,False
2759432,2017-03-07,26.0,PET SUPPLIES,2.0,0.0,497.0,52.68,Not Holiday,Ecuador,False
1229513,2014-11-13,51.0,MAGAZINES,1.0,0.0,1430.0,74.13,Not Holiday,Ecuador,False
702971,2014-01-26,25.0,PREPARED FOODS,56.07,0.0,831.0,95.82,Not Holiday,Ecuador,False
540640,2013-10-27,20.0,PET SUPPLIES,0.0,0.0,0.0,98.74,Not Holiday,Ecuador,False
886016,2014-05-09,10.0,MAGAZINES,0.0,0.0,965.0,100.32,Not Holiday,Ecuador,False
2941769,2017-06-16,44.0,BREAD/BAKERY,1796.491,1.0,5033.0,44.73,Not Holiday,Ecuador,False
2719561,2017-02-13,6.0,LADIESWEAR,21.0,0.0,1819.0,52.96,Not Holiday,Ecuador,False
2342476,2016-07-18,27.0,PET SUPPLIES,6.0,0.0,1497.0,45.23,Not Holiday,Ecuador,False
513655,2013-10-12,13.0,BEAUTY,0.0,0.0,1212.0,102.46,Not Holiday,Ecuador,False
2287382,2016-06-20,32.0,DELI,66.0,3.0,595.0,49.4,Not Holiday,Ecuador,False
383397,2013-07-31,7.0,POULTRY,207.305,0.0,1791.0,105.1,Not Holiday,Ecuador,False
833763,2014-04-09,47.0,DELI,489.661,0.0,3699.0,103.55,Not Holiday,Ecuador,False
1488142,2015-04-07,4.0,PRODUCE,1.0,0.0,1406.0,53.95,Not Holiday,Ecuador,False
1527747,2015-04-29,17.0,BEAUTY,0.0,0.0,1082.0,58.55,Not Holiday,Ecuador,False
2867044,2017-05-05,47.0,PERSONAL CARE,622.0,6.0,3898.0,46.23,Not Holiday,Ecuador,False
2091470,2016-03-07,35.0,HOME CARE,105.0,0.0,747.0,37.9,Not Holiday,Ecuador,False
258461,2013-05-25,1.0,PRODUCE,8.0,0.0,1107.0,94.65,Not Holiday,Ecuador,False
322100,2013-06-27,40.0,GROCERY I,2101.0,0.0,948.0,97.0,Not Holiday,Ecuador,False
644342,2013-12-23,31.0,DELI,303.646,0.0,2375.0,98.62,Additional,Ecuador,False
565808,2013-11-10,27.0,HOME AND KITCHEN I,0.0,0.0,1532.0,95.13,Holiday,Guaranda,False
189427,2013-04-17,15.0,SEAFOOD,12.0,0.0,1204.0,86.65,Not Holiday,Ecuador,False
1791215,2015-09-21,8.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,2688.0,46.67,Not Holiday,Ecuador,False
304660,2013-06-19,51.0,PREPARED FOODS,204.99,0.0,1701.0,98.24,Not Holiday,Ecuador,False
2115878,2016-03-21,19.0,CELEBRATION,5.0,0.0,1247.0,39.91,Not Holiday,Ecuador,False
937528,2014-06-07,5.0,"LIQUOR,WINE,BEER",99.0,0.0,1671.0,105.09,Not Holiday,Ecuador,False
2152240,2016-04-10,41.0,BEAUTY,10.0,0.0,1164.0,40.46,Not Holiday,Ecuador,False
312176,2013-06-24,9.0,LINGERIE,9.0,0.0,2032.0,95.07,Not Holiday,Ecuador,False
1241370,2014-11-20,33.0,AUTOMOTIVE,10.0,0.0,1036.0,75.63,Not Holiday,Ecuador,False
499247,2013-10-04,8.0,HOME AND KITCHEN I,0.0,0.0,2902.0,103.83,Not Holiday,Ecuador,False
2180882,2016-04-25,45.0,AUTOMOTIVE,20.0,0.0,3059.0,41.67,Event,Ecuador,False
3037423,2017-08-06,26.0,PERSONAL CARE,167.0,6.0,623.0,49.37,Not Holiday,Ecuador,False
571790,2013-11-13,46.0,MEATS,790.716,0.0,2851.0,93.91,Not Holiday,Ecuador,False
594932,2013-11-26,46.0,AUTOMOTIVE,4.0,0.0,2712.0,93.41,Not Holiday,Ecuador,False
2590466,2016-12-02,36.0,LINGERIE,1.0,0.0,1087.0,51.7,Not Holiday,Ecuador,False
758632,2014-02-26,38.0,LADIESWEAR,0.0,0.0,1683.0,102.93,Not Holiday,Ecuador,False
936168,2014-06-06,18.0,HOME AND KITCHEN I,0.0,0.0,1338.0,103.32,Not Holiday,Ecuador,False
1352333,2015-01-20,47.0,HOME AND KITCHEN II,31.0,0.0,3309.0,46.79,Not Holiday,Ecuador,False
711215,2014-01-31,5.0,MAGAZINES,7.0,0.0,1420.0,97.55,Not Holiday,Ecuador,False
93518,2013-02-22,25.0,LINGERIE,11.0,0.0,1259.0,93.12,Not Holiday,Ecuador,False
309384,2013-06-22,33.0,BABY CARE,0.0,0.0,1280.0,95.07,Not Holiday,Ecuador,False
1373807,2015-02-01,50.0,CLEANING,2701.0,6.0,3404.0,49.25,Not Holiday,Ecuador,False
8134,2013-01-05,30.0,DAIRY,117.0,0.0,749.0,93.2,Work Day,Ecuador,False
282288,2013-06-07,21.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,0.0,96.11,Not Holiday,Ecuador,False
1834563,2015-10-15,26.0,HOME APPLIANCES,0.0,0.0,516.0,46.38,Not Holiday,Ecuador,False
2129436,2016-03-28,52.0,BABY CARE,0.0,0.0,0.0,37.99,Not Holiday,Ecuador,False
2342938,2016-07-18,41.0,PET SUPPLIES,9.0,0.0,1015.0,45.23,Not Holiday,Ecuador,False
2213538,2016-05-11,8.0,LADIESWEAR,19.0,0.0,2731.0,46.21,Event,Ecuador,False
263013,2013-05-27,31.0,POULTRY,58.473,0.0,1114.0,94.65,Not Holiday,Ecuador,False
476820,2013-09-21,30.0,POULTRY,85.348,0.0,800.0,103.62,Not Holiday,Ecuador,False
3023498,2017-07-29,36.0,PET SUPPLIES,0.0,0.0,1173.0,50.21,Not Holiday,Ecuador,False
392449,2013-08-05,12.0,BREAD/BAKERY,282.0,0.0,1297.0,106.61,Holiday,Esmeraldas,False
1552536,2015-05-13,12.0,DAIRY,0.0,0.0,0.0,60.5,Not Holiday,Ecuador,False
3011755,2017-07-23,4.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1464.0,46.21,Holiday,Cayambe,False
1732150,2015-08-19,1.0,BEVERAGES,2001.0,5.0,1844.0,40.75,Not Holiday,Ecuador,False
2917882,2017-06-03,22.0,EGGS,36.0,1.0,857.0,47.4,Not Holiday,Ecuador,False
1789188,2015-09-20,1.0,HOME APPLIANCES,0.0,0.0,494.0,46.67,Not Holiday,Ecuador,False
1395625,2015-02-14,9.0,GROCERY I,5116.151,5.0,2467.0,53.56,Not Holiday,Ecuador,False
1998649,2016-01-15,30.0,PET SUPPLIES,1.0,0.0,726.0,29.45,Not Holiday,Ecuador,False
737204,2014-02-14,37.0,DAIRY,1010.0,0.0,1909.0,100.31,Not Holiday,Ecuador,False
2181329,2016-04-26,4.0,HOME CARE,200.0,4.0,1215.0,42.52,Event,Ecuador,False
1488476,2015-04-07,15.0,BABY CARE,0.0,0.0,1545.0,53.95,Not Holiday,Ecuador,False
264683,2013-05-28,28.0,HOME AND KITCHEN I,0.0,0.0,1064.0,94.65,Not Holiday,Ecuador,False
412463,2013-08-16,24.0,LINGERIE,5.0,0.0,2801.0,107.58,Not Holiday,Ecuador,False
40435,2013-01-23,37.0,BEAUTY,2.0,0.0,1437.0,95.06,Not Holiday,Ecuador,False
628548,2013-12-15,38.0,"LIQUOR,WINE,BEER",0.0,0.0,2814.0,97.18,Not Holiday,Ecuador,False
587669,2013-11-22,41.0,PRODUCE,3.0,0.0,836.0,94.53,Not Holiday,Ecuador,False
2251877,2016-05-31,36.0,GROCERY I,5670.707,58.0,1454.0,49.1,Not Holiday,Ecuador,False
1176879,2014-10-15,22.0,MEATS,0.0,0.0,0.0,81.82,Not Holiday,Ecuador,False
943223,2014-06-10,16.0,DAIRY,330.0,0.0,920.0,105.02,Not Holiday,Ecuador,False
2380768,2016-08-07,54.0,BREAD/BAKERY,397.0,41.0,1094.0,43.06,Not Holiday,Ecuador,False
901133,2014-05-17,36.0,PET SUPPLIES,0.0,0.0,1075.0,102.95,Not Holiday,Ecuador,False
1130482,2014-09-19,20.0,PERSONAL CARE,0.0,0.0,0.0,92.43,Not Holiday,Ecuador,False
924437,2014-05-30,40.0,SEAFOOD,0.0,0.0,1148.0,103.4,Not Holiday,Ecuador,False
1390768,2015-02-11,24.0,CELEBRATION,0.0,0.0,2596.0,48.8,Not Holiday,Ecuador,False
2577328,2016-11-25,16.0,HOME APPLIANCES,0.0,0.0,690.0,46.72,Event,Ecuador,False
1013204,2014-07-15,30.0,PREPARED FOODS,25.0,0.0,771.0,100.56,Not Holiday,Ecuador,False
2728320,2017-02-18,2.0,AUTOMOTIVE,6.0,0.0,2220.0,54.02,Not Holiday,Ecuador,False
1646458,2015-07-02,50.0,GROCERY I,5943.0,8.0,2421.0,56.93,Not Holiday,Ecuador,False
961996,2014-06-20,45.0,BOOKS,0.0,0.0,3545.0,107.95,Event,Ecuador,False
2669652,2017-01-16,6.0,CELEBRATION,10.0,0.0,1690.0,52.45,Not Holiday,Ecuador,False
711184,2014-01-31,4.0,PERSONAL CARE,120.0,0.0,1409.0,97.55,Not Holiday,Ecuador,False
2179936,2016-04-25,16.0,FROZEN FOODS,19.0,0.0,771.0,41.67,Event,Ecuador,False
2694232,2017-01-29,49.0,BABY CARE,0.0,0.0,3263.0,52.63,Not Holiday,Ecuador,False
391397,2013-08-04,34.0,DELI,243.232,0.0,2511.0,106.61,Not Holiday,Ecuador,False
535385,2013-10-24,23.0,HOME CARE,0.0,0.0,1001.0,96.65,Not Holiday,Ecuador,False
2819558,2017-04-10,12.0,PET SUPPLIES,2.0,0.0,1205.0,53.06,Not Holiday,Ecuador,False
2179861,2016-04-25,14.0,BEAUTY,0.0,0.0,1388.0,41.67,Event,Ecuador,False
817405,2014-03-31,37.0,LADIESWEAR,36.0,0.0,1564.0,101.57,Not Holiday,Ecuador,False
2890382,2017-05-18,52.0,SEAFOOD,6.0,1.0,1756.0,49.36,Not Holiday,Ecuador,False
889186,2014-05-10,52.0,PERSONAL CARE,0.0,0.0,0.0,100.89,Additional,Ecuador,False
1289304,2014-12-17,27.0,HOME CARE,167.0,0.0,1656.0,56.43,Not Holiday,Ecuador,False
1069535,2014-08-16,9.0,PREPARED FOODS,97.58,0.0,2485.0,96.44,Not Holiday,Ecuador,False
1966176,2015-12-28,18.0,PERSONAL CARE,133.0,0.0,1213.0,36.36,Not Holiday,Ecuador,False
2646460,2017-01-03,5.0,GROCERY II,10.0,0.0,1410.0,52.36,Not Holiday,Ecuador,False
2041303,2016-02-08,27.0,FROZEN FOODS,202.677,1.0,1553.0,29.71,Holiday,Ecuador,False
2166927,2016-04-18,54.0,BOOKS,0.0,0.0,1138.0,39.74,Event,Ecuador,False
2625989,2016-12-22,17.0,BABY CARE,0.0,0.0,2055.0,51.98,Holiday,Salinas,False
1165788,2014-10-09,10.0,LINGERIE,3.0,0.0,815.0,85.76,Holiday,Ecuador,True
196894,2013-04-21,26.0,DAIRY,209.0,0.0,954.0,88.81,Holiday,Riobamba,False
770114,2014-03-05,8.0,HOME APPLIANCES,0.0,0.0,2896.0,101.75,Not Holiday,Ecuador,False
813619,2014-03-29,30.0,POULTRY,98.15,0.0,636.0,101.57,Not Holiday,Ecuador,False
1192832,2014-10-24,20.0,BREAD/BAKERY,0.0,0.0,0.0,81.27,Not Holiday,Ecuador,False
1097206,2014-08-31,38.0,GROCERY II,19.0,0.0,2191.0,92.92,Not Holiday,Ecuador,False
2672337,2017-01-17,33.0,HOME CARE,200.0,5.0,980.0,52.45,Not Holiday,Ecuador,False
1022737,2014-07-20,49.0,PERSONAL CARE,481.0,1.0,2786.0,105.34,Not Holiday,Ecuador,False
2873212,2017-05-09,18.0,"LIQUOR,WINE,BEER",73.0,2.0,1469.0,45.84,Not Holiday,Ecuador,False
1933068,2015-12-09,41.0,HOME APPLIANCES,0.0,0.0,1079.0,37.16,Not Holiday,Ecuador,False
2899537,2017-05-24,6.0,GROCERY II,37.0,0.0,1601.0,50.99,Holiday,Ecuador,True
1653410,2015-07-05,45.0,BABY CARE,0.0,0.0,4247.0,52.48,Not Holiday,Ecuador,False
696382,2014-01-22,42.0,CLEANING,0.0,0.0,0.0,96.35,Not Holiday,Ecuador,False
1051861,2014-08-06,14.0,EGGS,0.0,0.0,0.0,96.93,Not Holiday,Ecuador,False
2272751,2016-06-12,20.0,PRODUCE,1612.15,2.0,1919.0,48.89,Not Holiday,Ecuador,False
2027839,2016-01-31,51.0,FROZEN FOODS,345.0,3.0,1898.0,31.62,Not Holiday,Ecuador,False
1470191,2015-03-27,54.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,826.0,48.83,Not Holiday,Ecuador,False
308792,2013-06-22,15.0,BEVERAGES,1022.0,0.0,1505.0,95.07,Not Holiday,Ecuador,False
6689,2013-01-04,40.0,HOME AND KITCHEN I,0.0,0.0,1044.0,93.12,Not Holiday,Ecuador,False
2977818,2017-07-04,2.0,HOME CARE,315.0,14.0,1841.0,45.11,Not Holiday,Ecuador,False
115592,2013-03-06,46.0,HOME CARE,0.0,0.0,3082.0,90.47,Not Holiday,Ecuador,False
136182,2013-03-18,22.0,HOME AND KITCHEN II,0.0,0.0,0.0,93.71,Not Holiday,Ecuador,False
2240779,2016-05-25,24.0,BEAUTY,7.0,1.0,2283.0,49.1,Not Holiday,Ecuador,False
940339,2014-06-08,36.0,POULTRY,119.072,0.0,1244.0,105.09,Not Holiday,Ecuador,False
2926349,2017-06-08,8.0,PREPARED FOODS,122.294,0.0,2509.0,45.68,Not Holiday,Ecuador,False
2853267,2017-04-28,8.0,DELI,420.125,68.0,2982.0,49.31,Not Holiday,Ecuador,False
280078,2013-06-06,8.0,SEAFOOD,40.509,0.0,2613.0,94.71,Not Holiday,Ecuador,False
1153934,2014-10-02,29.0,HARDWARE,0.0,0.0,0.0,91.02,Not Holiday,Ecuador,False
1017256,2014-07-17,45.0,"LIQUOR,WINE,BEER",161.0,0.0,3190.0,103.84,Not Holiday,Ecuador,False
2596879,2016-12-06,14.0,SEAFOOD,3.0,0.0,1346.0,50.95,Holiday,Quito,False
495902,2013-10-02,15.0,BEVERAGES,656.0,0.0,1421.0,104.15,Not Holiday,Ecuador,False
865098,2014-04-27,24.0,PLAYERS AND ELECTRONICS,0.0,0.0,0.0,101.13,Not Holiday,Ecuador,False
2168559,2016-04-19,49.0,LADIESWEAR,22.0,0.0,3108.0,40.88,Event,Ecuador,False
639662,2013-12-21,51.0,HOME AND KITCHEN I,0.0,0.0,2795.0,98.62,Additional,Ecuador,False
1606197,2015-06-12,18.0,FROZEN FOODS,28.0,0.0,1198.0,59.96,Not Holiday,Ecuador,False
2434355,2016-09-07,4.0,AUTOMOTIVE,2.0,0.0,1405.0,45.47,Not Holiday,Ecuador,False
914013,2014-05-24,49.0,BEVERAGES,3936.0,0.0,2861.0,104.78,Holiday,Ecuador,False
2707728,2017-02-06,26.0,AUTOMOTIVE,6.0,0.0,481.0,53.01,Not Holiday,Ecuador,False
2467184,2016-09-25,26.0,PLAYERS AND ELECTRONICS,3.0,0.0,459.0,45.6,Not Holiday,Ecuador,False
492394,2013-09-30,16.0,PET SUPPLIES,0.0,0.0,1007.0,102.36,Not Holiday,Ecuador,False
2107834,2016-03-16,45.0,HARDWARE,0.0,0.0,3252.0,38.43,Not Holiday,Ecuador,False
2574698,2016-11-23,44.0,PLAYERS AND ELECTRONICS,60.0,0.0,4771.0,46.72,Not Holiday,Ecuador,False
1177285,2014-10-15,35.0,BABY CARE,0.0,0.0,575.0,81.82,Not Holiday,Ecuador,False
1032290,2014-07-26,15.0,DAIRY,301.0,0.0,1233.0,105.68,Not Holiday,Ecuador,False
615831,2013-12-08,31.0,EGGS,194.0,0.0,1593.0,97.1,Holiday,Loja,False
1720945,2015-08-12,39.0,HOME CARE,353.0,0.0,1332.0,43.22,Not Holiday,Ecuador,False
2498041,2016-10-12,43.0,PREPARED FOODS,29.0,5.0,909.0,50.14,Not Holiday,Ecuador,False
991761,2014-07-03,42.0,BABY CARE,0.0,0.0,0.0,104.76,Holiday,Santo Domingo,False
2318719,2016-07-05,9.0,PREPARED FOODS,121.06,1.0,2034.0,46.73,Not Holiday,Ecuador,False
2238847,2016-05-24,19.0,HOME APPLIANCES,0.0,0.0,1047.0,48.04,Holiday,Ecuador,True
2423459,2016-08-31,51.0,PLAYERS AND ELECTRONICS,19.0,0.0,1644.0,44.68,Not Holiday,Ecuador,False
1784375,2015-09-17,17.0,"LIQUOR,WINE,BEER",23.0,2.0,1149.0,46.93,Not Holiday,Ecuador,False
2438711,2016-09-09,28.0,AUTOMOTIVE,7.0,0.0,964.0,45.88,Not Holiday,Ecuador,False
948066,2014-06-13,1.0,AUTOMOTIVE,12.0,0.0,1918.0,107.49,Not Holiday,Ecuador,False
2811858,2017-04-05,49.0,HOME AND KITCHEN I,259.0,1.0,3163.0,51.14,Not Holiday,Ecuador,False
2164119,2016-04-17,23.0,BABY CARE,0.0,0.0,1090.0,39.74,Event,Ecuador,False
2678200,2017-01-20,49.0,CLEANING,2005.0,14.0,3191.0,52.33,Not Holiday,Ecuador,False
1990471,2016-01-10,52.0,SEAFOOD,0.0,0.0,0.0,31.42,Not Holiday,Ecuador,False
1722563,2015-08-13,34.0,LADIESWEAR,2.0,0.0,1523.0,42.27,Not Holiday,Ecuador,False
2082667,2016-03-02,38.0,PET SUPPLIES,4.0,0.0,1640.0,34.57,Holiday,Manta,False
2609461,2016-12-13,18.0,DAIRY,561.0,19.0,1367.0,52.99,Not Holiday,Ecuador,False
527305,2013-10-19,48.0,MAGAZINES,0.0,0.0,3625.0,99.28,Not Holiday,Ecuador,False
1002727,2014-07-09,37.0,GROCERY II,52.0,0.0,1582.0,102.93,Event,Ecuador,False
2769524,2017-03-13,8.0,LAWN AND GARDEN,19.0,0.0,2506.0,47.95,Not Holiday,Ecuador,False
1686287,2015-07-24,15.0,EGGS,234.0,0.0,1428.0,47.98,Holiday,Guayaquil,False
578755,2013-11-17,41.0,PET SUPPLIES,0.0,0.0,1287.0,93.03,Not Holiday,Ecuador,False
2111314,2016-03-18,42.0,PREPARED FOODS,103.048004,1.0,976.0,39.47,Not Holiday,Ecuador,False
1191089,2014-10-23,21.0,FROZEN FOODS,0.0,0.0,0.0,82.81,Not Holiday,Ecuador,False
2155806,2016-04-12,41.0,BOOKS,0.0,0.0,984.0,42.12,Holiday,Cuenca,False
2489305,2016-10-07,49.0,BREAD/BAKERY,1478.359,1.0,3183.0,49.76,Holiday,Quevedo,False
1476318,2015-03-31,24.0,LAWN AND GARDEN,11.0,0.0,2389.0,47.72,Not Holiday,Ecuador,False
216744,2013-05-02,33.0,PERSONAL CARE,225.0,0.0,1068.0,93.7,Not Holiday,Ecuador,False
129897,2013-03-14,48.0,BABY CARE,0.0,0.0,2214.0,93.03,Not Holiday,Ecuador,False
2901907,2017-05-25,24.0,CLEANING,1054.0,33.0,2024.0,48.57,Not Holiday,Ecuador,False
2107166,2016-03-16,25.0,CELEBRATION,2.0,0.0,972.0,38.43,Not Holiday,Ecuador,False
697383,2014-01-23,18.0,HOME CARE,148.0,0.0,1347.0,97.23,Not Holiday,Ecuador,False
944632,2014-06-11,4.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1574.0,105.04,Not Holiday,Ecuador,False
1905267,2015-11-24,9.0,BEAUTY,5.0,1.0,1625.0,40.89,Not Holiday,Ecuador,False
842994,2014-04-15,3.0,AUTOMOTIVE,3.0,0.0,2863.0,103.7,Not Holiday,Ecuador,False
1569572,2015-05-22,42.0,HOME AND KITCHEN II,0.0,0.0,0.0,58.88,Not Holiday,Ecuador,False
250884,2013-05-20,42.0,EGGS,0.0,0.0,0.0,96.29,Not Holiday,Ecuador,False
414317,2013-08-17,26.0,PLAYERS AND ELECTRONICS,0.0,0.0,954.0,107.14,Not Holiday,Ecuador,False
942026,2014-06-09,33.0,SEAFOOD,1.0,0.0,1170.0,105.09,Not Holiday,Ecuador,False
1610453,2015-06-14,39.0,EGGS,351.0,0.0,1583.0,59.53,Not Holiday,Ecuador,False
545421,2013-10-30,3.0,"LIQUOR,WINE,BEER",116.0,0.0,3026.0,96.81,Not Holiday,Ecuador,False
965609,2014-06-22,46.0,LAWN AND GARDEN,3.0,0.0,4618.0,106.83,Not Holiday,Ecuador,False
2154124,2016-04-11,44.0,BREAD/BAKERY,1179.185,3.0,3634.0,40.46,Not Holiday,Ecuador,False
736853,2014-02-14,26.0,LAWN AND GARDEN,0.0,0.0,1009.0,100.31,Not Holiday,Ecuador,False
2982946,2017-07-06,49.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,2715.0,45.52,Not Holiday,Ecuador,False
937999,2014-06-07,19.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1946.0,105.09,Not Holiday,Ecuador,False
1879638,2015-11-09,42.0,HARDWARE,0.0,0.0,787.0,43.87,Not Holiday,Ecuador,False
1936132,2015-12-11,26.0,GROCERY I,1282.0,6.0,615.0,35.65,Not Holiday,Ecuador,False
2278864,2016-06-15,44.0,BREAD/BAKERY,1390.919,4.0,4120.0,47.92,Not Holiday,Ecuador,False
1388295,2015-02-10,3.0,DAIRY,1651.0,3.0,2890.0,50.06,Not Holiday,Ecuador,False
826985,2014-04-06,3.0,PREPARED FOODS,587.045,0.0,3821.0,100.43,Not Holiday,Ecuador,False
2088074,2016-03-05,40.0,LINGERIE,9.0,0.0,1555.0,37.9,Not Holiday,Ecuador,False
1656573,2015-07-07,32.0,PREPARED FOODS,15.0,0.0,606.0,52.33,Not Holiday,Ecuador,False
2809960,2017-04-04,45.0,SCHOOL AND OFFICE SUPPLIES,3.0,2.0,3687.0,50.99,Not Holiday,Ecuador,False
626982,2013-12-14,45.0,CLEANING,2758.0,0.0,4679.0,97.18,Not Holiday,Ecuador,False
2971033,2017-07-01,12.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1296.0,45.11,Not Holiday,Ecuador,False
594195,2013-11-26,23.0,"LIQUOR,WINE,BEER",59.0,0.0,1051.0,93.41,Not Holiday,Ecuador,False
235066,2013-05-12,24.0,SEAFOOD,29.801,0.0,1886.0,94.76,Event,Ecuador,False
2326337,2016-07-09,24.0,MEATS,360.96,0.0,2222.0,44.73,Not Holiday,Ecuador,False
2788358,2017-03-23,39.0,FROZEN FOODS,55.0,2.0,1240.0,47.0,Not Holiday,Ecuador,False
406849,2013-08-13,16.0,HOME APPLIANCES,0.0,0.0,984.0,106.78,Not Holiday,Ecuador,False
2309789,2016-07-01,9.0,DELI,1034.672,67.0,2036.0,49.02,Not Holiday,Ecuador,False
2952801,2017-06-22,54.0,HOME AND KITCHEN I,34.0,5.0,663.0,42.53,Not Holiday,Ecuador,False
618253,2013-12-09,50.0,MAGAZINES,0.0,0.0,2492.0,97.1,Not Holiday,Ecuador,False
358870,2013-07-17,20.0,LAWN AND GARDEN,0.0,0.0,0.0,106.39,Not Holiday,Ecuador,False
235613,2013-05-12,33.0,DELI,238.0,0.0,1402.0,94.76,Holiday,Puyo,False
936964,2014-06-06,42.0,LADIESWEAR,0.0,0.0,0.0,103.32,Not Holiday,Ecuador,False
974052,2014-06-25,35.0,POULTRY,48.753002,0.0,482.0,107.04,Holiday,Imbabura,False
2142636,2016-04-05,20.0,BABY CARE,0.0,0.0,1351.0,34.52,Not Holiday,Ecuador,False
2427360,2016-09-03,8.0,BABY CARE,1.0,0.0,2947.0,44.85,Not Holiday,Ecuador,False
1605631,2015-06-12,1.0,CELEBRATION,15.0,0.0,1849.0,59.96,Not Holiday,Ecuador,False
1495230,2015-04-11,3.0,MAGAZINES,8.0,0.0,3719.0,51.95,Not Holiday,Ecuador,False
324315,2013-06-28,53.0,HOME AND KITCHEN II,0.0,0.0,0.0,96.36,Not Holiday,Ecuador,False
2188714,2016-04-30,12.0,FROZEN FOODS,101.284,16.0,1409.0,44.75,Event,Ecuador,False
1630920,2015-06-25,22.0,HOME AND KITCHEN II,0.0,0.0,0.0,59.59,Holiday,Latacunga,False
1589819,2015-06-03,8.0,BABY CARE,0.0,0.0,2855.0,59.67,Not Holiday,Ecuador,False
1861001,2015-10-30,17.0,"LIQUOR,WINE,BEER",30.0,0.0,1072.0,46.6,Not Holiday,Ecuador,False
3051475,2017-08-14,20.0,LADIESWEAR,2.0,0.0,1522.0,47.59,Not Holiday,Ecuador,False
2429151,2016-09-04,8.0,EGGS,510.0,0.0,2716.0,44.85,Not Holiday,Ecuador,False
1889753,2015-11-15,24.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1956.0,41.68,Not Holiday,Ecuador,False
267254,2013-05-29,52.0,GROCERY I,0.0,0.0,0.0,93.13,Not Holiday,Ecuador,False
1429079,2015-03-04,51.0,BOOKS,0.0,0.0,1709.0,51.53,Not Holiday,Ecuador,False
2541461,2016-11-06,9.0,LINGERIE,14.0,0.0,2118.0,44.88,Holiday,Santo Domingo de los Tsachilas,False
2939508,2017-06-15,29.0,LINGERIE,1.0,0.0,1141.0,44.47,Not Holiday,Ecuador,False
2687117,2017-01-25,49.0,HARDWARE,6.0,0.0,2791.0,52.14,Not Holiday,Ecuador,False
1062485,2014-08-12,12.0,DAIRY,243.0,0.0,1120.0,97.36,Not Holiday,Ecuador,False
2071943,2016-02-25,37.0,PLAYERS AND ELECTRONICS,9.0,0.0,1278.0,31.4,Not Holiday,Ecuador,False
246666,2013-05-18,22.0,HOME AND KITCHEN II,0.0,0.0,0.0,96.29,Not Holiday,Ecuador,False
332205,2013-07-03,11.0,PET SUPPLIES,0.0,0.0,2645.0,101.92,Holiday,El Carmen,False
2682508,2017-01-23,17.0,PERSONAL CARE,304.0,10.0,1542.0,52.77,Not Holiday,Ecuador,False
2597280,2016-12-06,27.0,BOOKS,1.0,0.0,1461.0,50.95,Holiday,Quito,False
1546619,2015-05-09,48.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,4661.0,59.23,Additional,Ecuador,False
1525596,2015-04-28,5.0,PREPARED FOODS,61.34,0.0,1313.0,57.05,Not Holiday,Ecuador,False
